Release,Perf,Quantile,Value
PyAF-2.0,MAPE,40,0.0594
PyAF-2.0,MAPE,50,0.0788
PyAF-2.0,MAPE,60,0.106
PyAF-2.0,MAPE,70,0.142
PyAF-2.0,MAPE,80,0.2037
PyAF-2.0,MAPE,90,0.347
PyAF-2.0,MAPE,100,21.2213
PyAF-2.0,SMAPE,0,0.0025
PyAF-2.0,SMAPE,10,0.0155
PyAF-2.0,SMAPE,20,0.0286
PyAF-2.0,SMAPE,30,0.0445
PyAF-2.0,SMAPE,40,0.0602
PyAF-2.0,SMAPE,50,0.0782
PyAF-2.0,SMAPE,60,0.1073
PyAF-2.0,SMAPE,70,0.145
PyAF-2.0,SMAPE,80,0.2005
PyAF-2.0,SMAPE,90,0.3324
PyAF-2.0,SMAPE,100,2.0
PyAF-2.0,TrainingTime,0,3.57
PyAF-2.0,TrainingTime,10,3.85
PyAF-2.0,TrainingTime,20,3.92
PyAF-2.0,TrainingTime,30,3.96
PyAF-2.0,TrainingTime,40,4.01
PyAF-2.0,TrainingTime,50,4.05
PyAF-2.0,TrainingTime,60,4.1
PyAF-2.0,TrainingTime,70,4.19
PyAF-2.0,TrainingTime,80,4.31
PyAF-2.0,TrainingTime,90,4.475
PyAF-2.0,TrainingTime,100,5.34
PyAF-3.0,L1,0,14.8001
PyAF-3.0,L1,10,90.8895
PyAF-3.0,L1,20,158.7995
PyAF-3.0,L1,30,243.3219
PyAF-3.0,L1,40,320.8377
PyAF-3.0,L1,50,423.6943
PyAF-3.0,L1,60,567.053
PyAF-3.0,L1,70,760.5438
PyAF-3.0,L1,80,1164.9978
PyAF-3.0,L1,90,1700.2536
PyAF-3.0,L1,100,17779.6863
PyAF-3.0,L2,0,19.5921
PyAF-3.0,L2,10,108.4599
PyAF-3.0,L2,20,188.2377
PyAF-3.0,L2,30,285.0243
PyAF-3.0,L2,40,380.7061
PyAF-3.0,L2,50,499.1855
PyAF-3.0,L2,60,680.754
PyAF-3.0,L2,70,895.6289
PyAF-3.0,L2,80,1297.3935
PyAF-3.0,L2,90,1889.9734
PyAF-3.0,L2,100,22422.2184
PyAF-3.0,MAPE,0,0.0025
PyAF-3.0,MAPE,10,0.0155
PyAF-3.0,MAPE,20,0.0288
PyAF-3.0,MAPE,30,0.0444
PyAF-3.0,MAPE,40,0.0594
PyAF-3.0,MAPE,50,0.0788
PyAF-3.0,MAPE,60,0.106
PyAF-3.0,MAPE,70,0.142
PyAF-3.0,MAPE,80,0.2037
PyAF-3.0,MAPE,90,0.347
PyAF-3.0,MAPE,100,21.2213
PyAF-3.0,SMAPE,0,0.0025
PyAF-3.0,SMAPE,10,0.0155
PyAF-3.0,SMAPE,20,0.0286
PyAF-3.0,SMAPE,30,0.0445
PyAF-3.0,SMAPE,40,0.0602
PyAF-3.0,SMAPE,50,0.0782
PyAF-3.0,SMAPE,60,0.1073
PyAF-3.0,SMAPE,70,0.145
PyAF-3.0,SMAPE,80,0.2005
PyAF-3.0,SMAPE,90,0.3324
PyAF-3.0,SMAPE,100,2.0
PyAF-3.0,TrainingTime,0,3.57
PyAF-3.0,TrainingTime,10,3.85
PyAF-3.0,TrainingTime,20,3.92
PyAF-3.0,TrainingTime,30,3.96
PyAF-3.0,TrainingTime,40,4.01
PyAF-3.0,TrainingTime,50,4.05
PyAF-3.0,TrainingTime,60,4.1
PyAF-3.0,TrainingTime,70,4.19
PyAF-3.0,TrainingTime,80,4.31
PyAF-3.0,TrainingTime,90,4.475
PyAF-3.0,TrainingTime,100,5.34
PyAF-4.0,L1,0,7.375
PyAF-4.0,L1,10,119.7277
PyAF-4.0,L1,20,184.2151
PyAF-4.0,L1,30,257.0546
PyAF-4.0,L1,40,343.5661
PyAF-4.0,L1,50,442.9464
PyAF-4.0,L1,60,550.2802
PyAF-4.0,L1,70,778.6406
PyAF-4.0,L1,80,1149.8393
PyAF-4.0,L1,90,1752.9335
PyAF-4.0,L1,100,17779.6863
PyAF-4.0,L2,0,8.3591
PyAF-4.0,L2,10,140.88
PyAF-4.0,L2,20,213.3737
PyAF-4.0,L2,30,302.9763
PyAF-4.0,L2,40,409.5145
PyAF-4.0,L2,50,519.4739
PyAF-4.0,L2,60,643.9203
PyAF-4.0,L2,70,880.2377
PyAF-4.0,L2,80,1261.6857
PyAF-4.0,L2,90,1943.0647
PyAF-4.0,L2,100,18833.763
PyAF-4.0,MAPE,0,0.0013
PyAF-4.0,MAPE,10,0.0209
PyAF-4.0,MAPE,20,0.0323
PyAF-4.0,MAPE,30,0.047
PyAF-4.0,MAPE,40,0.0633
PyAF-4.0,MAPE,50,0.0844
PyAF-4.0,MAPE,60,0.1101
PyAF-4.0,MAPE,70,0.1473
PyAF-4.0,MAPE,80,0.2059
PyAF-4.0,MAPE,90,0.3367
PyAF-4.0,MAPE,100,15.5683
PyAF-4.0,SMAPE,0,0.0013
PyAF-4.0,SMAPE,10,0.021
PyAF-4.0,SMAPE,20,0.0326
PyAF-4.0,SMAPE,30,0.0476
PyAF-4.0,SMAPE,40,0.0644
PyAF-4.0,SMAPE,50,0.0842
PyAF-4.0,SMAPE,60,0.1112
PyAF-4.0,SMAPE,70,0.1456
PyAF-4.0,SMAPE,80,0.1986
PyAF-4.0,SMAPE,90,0.2932
PyAF-4.0,SMAPE,100,2.0
PyAF-4.0,TrainingTime,0,2.05
PyAF-4.0,TrainingTime,10,2.18
PyAF-4.0,TrainingTime,20,2.2
PyAF-4.0,TrainingTime,30,2.23
PyAF-4.0,TrainingTime,40,2.25
PyAF-4.0,TrainingTime,50,2.28
PyAF-4.0,TrainingTime,60,2.31
PyAF-4.0,TrainingTime,70,2.35
PyAF-4.0,TrainingTime,80,2.43
PyAF-4.0,TrainingTime,90,2.83
PyAF-4.0,TrainingTime,100,3.71
